ls_xy,ls_z,os_xyz,ls_t,os_t,ls_ap,mse
0.06,0.25,75.0,0.02,75.0,0.5,82.7729721069336
0.24,0.25,75.0,0.02,75.0,1000000.0,
0.03,0.5,75.0,5.0,75.0,2.0,57.24097442626953
0.24,0.5,25.0,5.0,75.0,1000000.0,
0.03,0.5,75.0,0.5,5.0,2.0,55.970375061035156
0.24,0.25,25.0,0.5,25.0,1.0,78.89321899414062
0.03,0.5,150.0,50.0,75.0,0.5,58.903804779052734
0.06,0.25,150.0,50.0,75.0,2.0,
0.12,0.5,75.0,0.02,25.0,2.0,87.38926696777344
0.12,0.25,150.0,5.0,75.0,1000000.0,
0.12,1.0,75.0,0.5,75.0,2.0,
0.015,0.25,150.0,0.02,25.0,1000000.0,81.0487060546875
0.015,0.5,150.0,5.0,75.0,1.0,62.14581298828125
0.06,1.0,25.0,50.0,25.0,2.0,68.9039077758789
0.03,0.25,25.0,50.0,5.0,2.0,56.989803314208984
0.12,0.25,150.0,0.5,75.0,1.0,
0.12,0.5,75.0,0.5,75.0,1000000.0,
0.06,1.0,75.0,0.1,5.0,1.0,59.28092956542969
0.24,1.0,75.0,0.1,25.0,1000000.0,
0.06,0.5,75.0,0.1,5.0,1.0,58.41908645629883
0.12,1.0,25.0,0.1,75.0,2.0,91.19316864013672
0.24,0.25,25.0,0.02,5.0,1.0,74.91057586669922
0.03,1.0,75.0,50.0,25.0,2.0,57.41275405883789
0.03,0.5,150.0,0.02,25.0,1.0,64.29581451416016
0.06,1.0,150.0,5.0,75.0,1000000.0,
0.015,0.25,150.0,0.1,75.0,0.5,75.30510711669922
0.03,1.0,75.0,0.02,75.0,1.0,79.38581085205078
0.12,0.25,25.0,0.02,5.0,1.0,70.40589141845703
0.015,0.5,75.0,0.02,25.0,0.5,70.33055877685547
0.12,0.5,25.0,50.0,25.0,0.5,66.33030700683594
0.03,0.25,25.0,0.1,75.0,0.5,70.05919647216797
0.12,0.5,75.0,0.1,25.0,0.5,73.77452087402344
0.24,0.5,150.0,0.1,75.0,2.0,
0.24,0.5,75.0,50.0,75.0,2.0,
0.24,0.25,25.0,0.5,5.0,2.0,80.78176879882812
0.12,1.0,75.0,5.0,75.0,1.0,
0.12,1.0,150.0,5.0,25.0,0.5,
0.06,0.25,150.0,0.1,75.0,1.0,
0.06,0.5,75.0,5.0,5.0,1.0,57.86281204223633
0.015,0.25,75.0,50.0,75.0,0.5,54.596248626708984
0.015,1.0,150.0,5.0,75.0,0.5,60.57590103149414
0.015,0.25,75.0,0.1,5.0,1.0,57.518218994140625
0.015,1.0,25.0,0.02,25.0,1.0,76.18875122070312
0.24,0.5,75.0,0.1,75.0,0.5,
0.015,0.25,25.0,50.0,25.0,2.0,57.62154006958008
0.06,1.0,25.0,0.5,25.0,1.0,67.35968780517578
0.06,1.0,150.0,5.0,75.0,2.0,
0.12,0.5,25.0,0.5,5.0,0.5,66.50827026367188
0.24,1.0,25.0,5.0,5.0,1.0,70.38697052001953
0.24,1.0,75.0,0.02,25.0,2.0,
0.24,0.25,75.0,5.0,5.0,0.5,65.85784912109375
0.015,1.0,25.0,5.0,25.0,0.5,53.24954605102539
0.12,0.25,25.0,0.5,75.0,2.0,
0.06,0.25,150.0,50.0,5.0,1000000.0,
0.03,0.5,25.0,0.1,75.0,1.0,67.9867935180664
0.24,0.25,25.0,5.0,25.0,1000000.0,
0.12,1.0,150.0,0.1,25.0,2.0,
0.03,0.25,25.0,0.02,5.0,1000000.0,73.47350311279297
0.12,1.0,150.0,0.02,5.0,1.0,
0.015,0.5,75.0,0.1,5.0,0.5,56.566898345947266
0.06,1.0,25.0,0.1,25.0,0.5,71.94157409667969
0.015,0.25,75.0,0.5,75.0,1.0,58.12775802612305
0.03,0.25,75.0,0.1,75.0,0.5,71.87885284423828
0.12,1.0,150.0,50.0,5.0,1000000.0,
0.06,0.25,150.0,0.02,75.0,1000000.0,
0.06,0.5,150.0,0.5,75.0,1000000.0,
0.24,0.5,25.0,0.5,75.0,0.5,
0.24,0.25,25.0,0.1,25.0,2.0,93.42054748535156
0.03,0.5,150.0,0.5,75.0,0.5,62.31637191772461
0.015,0.25,25.0,0.5,5.0,1000000.0,65.08321380615234
0.015,0.25,75.0,0.02,5.0,0.5,56.54193115234375
0.12,1.0,75.0,0.02,25.0,2.0,88.68708801269531
0.24,1.0,75.0,0.1,75.0,1.0,
0.12,0.25,25.0,0.02,75.0,1000000.0,112.86475372314453
0.12,1.0,25.0,0.02,5.0,0.5,68.70443725585938
0.03,0.25,25.0,50.0,25.0,2.0,57.44429397583008
0.06,1.0,75.0,0.5,75.0,2.0,
0.015,1.0,75.0,50.0,5.0,1.0,54.782562255859375
0.12,1.0,25.0,5.0,75.0,0.5,
0.06,0.25,25.0,50.0,5.0,0.5,57.183040618896484
0.12,0.5,25.0,5.0,5.0,0.5,65.13076782226562
0.03,0.5,75.0,50.0,25.0,1000000.0,65.91425323486328
0.03,0.5,75.0,0.02,5.0,0.5,53.03632736206055
0.12,0.5,75.0,5.0,75.0,0.5,
0.03,1.0,25.0,50.0,25.0,0.5,54.79336929321289
0.015,0.25,150.0,0.02,5.0,2.0,61.45393753051758
0.03,0.5,25.0,0.02,25.0,1000000.0,87.62723541259766
0.24,0.5,75.0,0.1,75.0,1.0,
0.015,0.25,75.0,5.0,25.0,2.0,58.788143157958984
0.015,0.5,75.0,5.0,5.0,1000000.0,64.7901840209961
0.03,1.0,25.0,0.1,5.0,2.0,62.43357849121094
0.015,1.0,25.0,50.0,75.0,1.0,54.32411193847656
0.03,1.0,75.0,0.1,5.0,1.0,55.09952163696289
0.12,1.0,25.0,0.02,75.0,1000000.0,112.6472396850586
0.24,0.25,75.0,0.5,75.0,2.0,
0.12,0.5,150.0,0.5,5.0,2.0,
0.24,1.0,75.0,5.0,25.0,1000000.0,
0.12,1.0,25.0,0.1,25.0,1000000.0,96.25331115722656
0.24,0.5,25.0,0.1,25.0,2.0,93.8661880493164
0.03,1.0,150.0,50.0,5.0,2.0,54.87921905517578
0.015,0.25,150.0,0.02,25.0,1.0,68.59044647216797
0.06,0.5,150.0,50.0,5.0,2.0,58.17641067504883
0.24,1.0,25.0,0.5,75.0,2.0,
0.03,0.5,150.0,0.5,75.0,1.0,61.66792297363281
0.12,1.0,25.0,0.1,75.0,1000000.0,
0.24,0.5,25.0,0.1,75.0,0.5,91.35457611083984
0.24,0.5,25.0,0.1,5.0,1.0,75.78187561035156
0.24,0.5,75.0,0.5,5.0,1.0,
0.06,0.5,25.0,50.0,25.0,2.0,64.96564483642578
0.06,1.0,75.0,50.0,75.0,0.5,
0.03,1.0,25.0,0.1,25.0,0.5,65.82933807373047
0.24,0.25,25.0,0.1,75.0,1000000.0,
0.03,0.5,25.0,0.02,25.0,2.0,78.95982360839844
0.015,1.0,150.0,0.5,5.0,2.0,61.4163703918457
0.015,1.0,150.0,50.0,5.0,2.0,59.98704528808594
0.24,0.5,75.0,50.0,25.0,0.5,69.69342041015625
0.12,0.5,150.0,0.1,75.0,1.0,
0.015,0.5,25.0,0.02,25.0,1000000.0,85.73748779296875
0.06,0.5,150.0,50.0,25.0,2.0,62.62177276611328
0.12,0.25,25.0,0.5,75.0,0.5,
0.24,1.0,150.0,50.0,5.0,1000000.0,
0.12,0.5,150.0,5.0,75.0,0.5,
0.015,1.0,75.0,0.02,5.0,0.5,56.61567306518555
0.06,0.25,25.0,0.02,5.0,2.0,69.6550521850586
0.12,1.0,150.0,0.1,5.0,2.0,
0.12,0.25,75.0,0.1,75.0,1000000.0,
0.12,0.25,25.0,0.02,5.0,1000000.0,91.03402709960938
0.03,0.25,75.0,50.0,75.0,1000000.0,
0.12,1.0,150.0,0.5,5.0,0.5,
0.12,0.25,25.0,5.0,5.0,1000000.0,84.79488372802734
0.24,0.25,25.0,0.1,75.0,2.0,
0.24,0.5,75.0,5.0,5.0,2.0,
0.015,1.0,75.0,0.1,25.0,1.0,64.79786682128906
0.12,1.0,150.0,0.02,25.0,1000000.0,
0.06,0.5,75.0,0.1,75.0,1.0,77.30998229980469
0.015,0.5,25.0,0.5,75.0,1.0,57.1778564453125
0.03,0.5,25.0,0.02,75.0,1.0,83.55918884277344
0.015,0.5,25.0,5.0,25.0,1.0,53.91843032836914
0.03,1.0,25.0,0.1,75.0,2.0,71.83080291748047
0.015,0.25,25.0,0.02,75.0,1000000.0,93.14308166503906
0.015,0.5,75.0,0.1,25.0,2.0,66.33860778808594
0.03,0.5,150.0,0.02,25.0,0.5,63.118751525878906
0.015,0.5,150.0,50.0,75.0,0.5,56.97645568847656
0.03,0.25,25.0,0.5,75.0,0.5,56.944923400878906
0.03,0.5,75.0,0.02,25.0,1.0,66.18157958984375
0.03,0.25,25.0,0.5,75.0,1.0,57.39210510253906
0.12,0.5,25.0,0.1,5.0,2.0,72.73219299316406
0.015,1.0,150.0,0.5,25.0,1000000.0,70.08460998535156
0.12,1.0,25.0,50.0,5.0,2.0,71.33795166015625
0.06,0.5,75.0,0.5,75.0,0.5,
0.03,0.5,150.0,5.0,75.0,2.0,59.35612487792969
0.03,0.25,25.0,0.02,75.0,1.0,83.74431610107422
0.12,0.5,150.0,5.0,75.0,2.0,
0.06,0.5,75.0,0.5,75.0,1.0,
0.015,0.5,150.0,5.0,75.0,1000000.0,69.79046630859375
0.015,1.0,150.0,5.0,75.0,2.0,64.28742980957031
0.12,0.25,25.0,0.5,5.0,2.0,74.40316772460938
0.015,1.0,150.0,0.02,25.0,0.5,67.43672180175781
0.24,0.5,150.0,0.02,75.0,1.0,
0.24,0.25,75.0,0.5,25.0,1.0,
0.12,1.0,150.0,0.5,75.0,0.5,
0.03,0.5,150.0,0.1,25.0,1.0,64.62149047851562
0.12,0.5,25.0,0.5,25.0,1000000.0,
0.24,0.5,25.0,5.0,5.0,1.0,69.72012329101562
0.03,0.25,150.0,0.1,75.0,0.5,76.9541244506836
0.12,1.0,25.0,5.0,25.0,0.5,71.07632446289062
0.015,1.0,25.0,5.0,75.0,0.5,53.48811721801758
0.12,1.0,150.0,5.0,75.0,0.5,
0.03,0.25,75.0,0.1,5.0,0.5,55.08065414428711
0.015,1.0,25.0,5.0,75.0,1000000.0,64.09292602539062
0.06,0.5,75.0,50.0,5.0,1000000.0,
0.015,0.25,25.0,0.1,75.0,0.5,68.91937255859375
0.015,1.0,150.0,0.02,5.0,1000000.0,69.8727798461914
0.06,0.25,150.0,0.02,25.0,1.0,69.08912658691406
0.015,0.5,25.0,50.0,75.0,2.0,57.735679626464844
0.12,1.0,25.0,5.0,25.0,1.0,71.21974182128906
0.12,0.5,150.0,0.02,25.0,1000000.0,
0.015,1.0,25.0,0.5,25.0,0.5,55.62321090698242
0.06,0.5,25.0,5.0,75.0,1.0,
0.015,1.0,75.0,0.5,75.0,0.5,57.6919059753418
0.03,1.0,150.0,0.1,75.0,2.0,70.72447204589844
0.03,0.25,25.0,0.1,25.0,0.5,63.891178131103516
0.24,1.0,150.0,50.0,25.0,2.0,
0.03,0.5,150.0,0.1,25.0,2.0,62.75041580200195
0.24,1.0,25.0,0.5,25.0,1.0,80.54615783691406
0.06,0.5,75.0,50.0,75.0,0.5,
0.24,0.25,75.0,0.02,75.0,1.0,
0.015,0.25,150.0,0.02,75.0,2.0,84.11100006103516
0.015,1.0,150.0,0.1,5.0,1000000.0,68.87051391601562
0.12,0.5,150.0,0.02,5.0,1000000.0,
0.03,1.0,150.0,0.1,75.0,1000000.0,
0.015,1.0,150.0,0.1,25.0,1.0,67.18281555175781
0.24,1.0,25.0,0.02,25.0,1000000.0,107.08568572998047
0.06,1.0,150.0,0.1,25.0,1.0,70.00753784179688
0.24,0.5,75.0,50.0,75.0,1000000.0,
0.03,0.25,75.0,5.0,25.0,1000000.0,66.05371856689453
0.015,0.5,25.0,0.5,5.0,1000000.0,65.03054809570312
0.03,0.25,150.0,50.0,5.0,1000000.0,65.00772094726562
0.24,0.25,75.0,0.02,25.0,1.0,85.79574584960938
0.24,0.25,150.0,0.5,25.0,0.5,
0.12,0.5,150.0,0.1,75.0,2.0,
0.03,1.0,75.0,50.0,5.0,2.0,55.315452575683594
0.06,0.25,75.0,0.1,5.0,0.5,57.81293487548828
0.24,0.25,150.0,5.0,5.0,1000000.0,
0.24,0.25,75.0,50.0,75.0,1000000.0,
0.24,1.0,150.0,0.02,5.0,0.5,
0.24,0.25,75.0,0.1,75.0,1000000.0,
0.03,1.0,25.0,5.0,5.0,1000000.0,68.13117980957031
0.03,0.25,25.0,0.1,75.0,1.0,67.58075714111328
0.12,1.0,75.0,0.5,25.0,0.5,71.6253890991211
0.03,0.25,25.0,0.1,5.0,1.0,57.1025390625
0.12,1.0,25.0,5.0,5.0,1.0,67.95346069335938
0.03,1.0,150.0,0.02,25.0,0.5,63.41170883178711
0.06,0.5,75.0,0.5,5.0,0.5,58.49446105957031
0.06,0.5,150.0,5.0,75.0,0.5,67.1328353881836
0.03,0.25,25.0,0.02,25.0,1.0,73.37579345703125
0.03,1.0,150.0,0.1,75.0,0.5,79.70086669921875
0.06,1.0,75.0,5.0,25.0,0.5,64.91242218017578
0.12,0.5,75.0,50.0,5.0,2.0,
0.03,0.5,75.0,5.0,25.0,1000000.0,66.40428161621094
0.015,0.25,150.0,5.0,25.0,1.0,61.233543395996094
0.24,0.25,150.0,0.1,75.0,0.5,
0.12,0.25,25.0,5.0,25.0,0.5,66.55618286132812
0.12,1.0,25.0,0.1,25.0,1.0,78.4981689453125
0.015,0.25,75.0,0.5,5.0,1000000.0,65.88597106933594
0.12,0.25,75.0,50.0,75.0,1000000.0,
0.24,0.5,25.0,5.0,5.0,1000000.0,
0.015,0.25,75.0,5.0,5.0,1.0,55.67304229736328
0.015,0.5,75.0,50.0,25.0,1000000.0,65.02208709716797
0.24,0.25,25.0,50.0,25.0,1.0,
0.12,1.0,150.0,0.02,75.0,0.5,91.82318878173828
0.03,0.25,75.0,0.5,75.0,1.0,57.56949996948242
0.06,1.0,150.0,50.0,75.0,1000000.0,
0.06,1.0,25.0,0.1,75.0,2.0,81.01726531982422
0.015,1.0,75.0,5.0,5.0,1000000.0,65.10162353515625
0.12,1.0,25.0,0.1,5.0,1.0,69.875
0.06,0.25,150.0,0.5,5.0,1000000.0,
0.03,1.0,150.0,0.02,25.0,2.0,67.06332397460938
0.24,0.5,75.0,0.02,5.0,1000000.0,
0.015,0.5,75.0,50.0,5.0,1.0,54.38260269165039
0.03,0.25,150.0,50.0,25.0,1000000.0,
0.03,0.25,150.0,0.5,25.0,0.5,60.54240417480469
0.12,0.25,150.0,0.5,75.0,0.5,
0.24,0.25,150.0,0.1,5.0,0.5,
0.06,0.5,25.0,0.1,75.0,0.5,76.8550033569336
0.03,0.5,25.0,50.0,25.0,1000000.0,66.79442596435547
0.12,1.0,150.0,0.02,5.0,2.0,
0.03,0.5,75.0,0.5,5.0,1000000.0,67.37923431396484
0.03,0.5,150.0,50.0,5.0,1000000.0,65.20662689208984
0.06,0.25,75.0,0.02,5.0,0.5,56.02810287475586
0.12,0.5,25.0,50.0,5.0,0.5,64.22346496582031
0.015,0.5,150.0,5.0,25.0,2.0,62.9459228515625
0.24,0.5,75.0,0.5,25.0,2.0,
0.03,1.0,25.0,0.1,25.0,1.0,64.61642456054688
0.03,0.25,75.0,0.5,25.0,2.0,57.45901107788086
0.015,1.0,75.0,0.1,25.0,0.5,64.51335906982422
0.24,1.0,75.0,0.1,25.0,2.0,
0.06,0.25,75.0,0.1,75.0,2.0,73.92108917236328
0.03,0.25,75.0,0.1,25.0,2.0,61.945858001708984
0.03,1.0,150.0,5.0,75.0,2.0,61.558021545410156
0.03,0.5,150.0,0.1,5.0,1.0,54.668827056884766
0.03,0.25,75.0,0.02,25.0,1000000.0,83.56676483154297
0.24,0.25,25.0,50.0,25.0,1000000.0,
0.03,0.5,25.0,50.0,75.0,1.0,54.279579162597656
0.03,1.0,25.0,0.1,5.0,1000000.0,71.28091430664062
0.015,0.25,75.0,0.02,25.0,0.5,70.4091567993164
0.03,0.25,75.0,50.0,25.0,1.0,54.085487365722656
0.06,0.25,25.0,0.1,75.0,1000000.0,88.44898223876953
0.06,0.5,75.0,50.0,75.0,1000000.0,
0.12,0.5,75.0,0.1,75.0,0.5,
0.03,0.25,150.0,0.5,5.0,0.5,57.000404357910156
0.12,0.25,25.0,50.0,25.0,1000000.0,
0.06,1.0,150.0,0.5,5.0,0.5,59.867897033691406
0.12,1.0,150.0,50.0,75.0,1000000.0,
0.03,0.25,150.0,5.0,5.0,0.5,57.0563850402832
0.12,1.0,75.0,0.02,75.0,1000000.0,
0.03,1.0,75.0,0.1,75.0,2.0,67.86891174316406
0.015,1.0,75.0,0.5,25.0,0.5,56.83544158935547
0.015,1.0,75.0,5.0,5.0,2.0,58.50547790527344
0.06,0.5,25.0,5.0,5.0,1000000.0,75.78038024902344
0.03,0.5,75.0,0.5,75.0,0.5,58.60202407836914
0.24,0.5,150.0,0.02,25.0,1000000.0,
0.03,0.25,75.0,50.0,5.0,2.0,53.75985336303711
0.12,0.25,150.0,0.5,25.0,1000000.0,
0.12,0.5,150.0,0.1,25.0,1.0,
0.03,0.5,75.0,0.1,25.0,0.5,63.47583770751953
0.03,0.5,75.0,0.02,75.0,1000000.0,96.87899780273438
0.12,0.5,75.0,0.5,5.0,1.0,66.60993194580078
0.12,1.0,150.0,5.0,25.0,1.0,
0.015,0.5,25.0,0.5,5.0,2.0,59.448421478271484
0.24,0.5,25.0,50.0,25.0,1.0,
0.015,0.5,150.0,5.0,25.0,1000000.0,69.10814666748047
0.12,1.0,75.0,0.1,75.0,2.0,
0.06,0.25,25.0,0.5,5.0,1.0,61.018577575683594
0.015,1.0,150.0,0.02,5.0,1.0,57.902156829833984
0.12,0.25,25.0,50.0,25.0,2.0,70.34451293945312
0.06,0.25,75.0,0.5,25.0,0.5,61.43320846557617
0.015,0.25,75.0,0.1,25.0,2.0,66.31049346923828
0.24,0.5,150.0,0.1,5.0,0.5,
0.06,1.0,75.0,0.02,5.0,2.0,64.24931335449219
0.03,1.0,25.0,50.0,75.0,0.5,55.28931427001953
0.06,1.0,150.0,0.02,5.0,1.0,58.24638748168945
0.24,0.25,25.0,0.02,75.0,2.0,101.25030517578125
0.24,1.0,150.0,5.0,25.0,1000000.0,
0.12,1.0,25.0,0.5,5.0,2.0,76.44979095458984
0.24,1.0,25.0,0.1,5.0,2.0,83.5860595703125
0.015,0.25,150.0,50.0,5.0,0.5,54.89895248413086
0.24,0.5,75.0,0.02,5.0,1.0,71.37773132324219
0.24,0.25,150.0,50.0,75.0,1.0,
0.03,0.25,75.0,50.0,5.0,1000000.0,64.87127685546875
0.03,1.0,150.0,0.5,25.0,2.0,60.969329833984375
0.24,1.0,75.0,5.0,75.0,0.5,
0.03,0.5,75.0,0.1,75.0,2.0,66.89309692382812
0.12,0.25,150.0,0.1,25.0,1000000.0,
0.24,0.5,75.0,0.02,25.0,1.0,85.99371337890625
0.06,0.25,150.0,50.0,75.0,0.5,
0.12,1.0,75.0,5.0,5.0,1.0,64.11924743652344
0.015,1.0,75.0,0.02,25.0,2.0,74.3869400024414
0.015,1.0,150.0,50.0,75.0,1000000.0,69.06745147705078
0.03,0.5,25.0,0.02,5.0,2.0,64.33799743652344
0.12,0.5,25.0,5.0,75.0,1000000.0,
0.03,1.0,75.0,0.5,25.0,2.0,59.85466766357422
0.015,0.5,150.0,0.02,75.0,1000000.0,92.26620483398438
0.06,1.0,150.0,5.0,5.0,0.5,58.975555419921875
0.06,0.25,150.0,5.0,75.0,1.0,
0.12,0.5,150.0,5.0,5.0,0.5,
0.015,0.25,25.0,0.02,25.0,1.0,76.18766021728516
0.015,0.5,25.0,5.0,5.0,0.5,52.58100128173828
0.24,0.5,75.0,0.1,5.0,1.0,
0.06,0.25,75.0,50.0,75.0,1000000.0,
0.12,1.0,25.0,0.5,75.0,1.0,
0.12,1.0,25.0,0.02,25.0,1000000.0,103.54096221923828
0.015,0.5,150.0,0.1,75.0,0.5,75.6214599609375
0.12,1.0,75.0,50.0,75.0,1000000.0,
0.06,0.25,75.0,0.1,5.0,2.0,60.310272216796875
0.015,1.0,75.0,0.02,75.0,2.0,84.57514190673828
0.03,1.0,75.0,50.0,5.0,1.0,53.96257781982422
0.015,0.5,150.0,50.0,25.0,0.5,55.91352462768555
0.24,1.0,75.0,0.1,5.0,2.0,
0.12,0.25,150.0,0.02,25.0,1.0,
0.015,1.0,75.0,0.02,5.0,1.0,57.90008544921875
0.12,0.5,75.0,0.1,75.0,1.0,
0.12,0.5,150.0,0.5,75.0,0.5,
0.24,1.0,150.0,5.0,25.0,0.5,
0.24,0.5,25.0,5.0,25.0,0.5,72.16642761230469
0.03,1.0,25.0,0.5,25.0,1000000.0,71.44436645507812
0.06,1.0,75.0,0.1,25.0,1000000.0,81.16300201416016
0.03,0.5,150.0,5.0,25.0,0.5,61.25554275512695
0.015,1.0,25.0,50.0,25.0,1000000.0,63.79143142700195
0.12,0.5,75.0,0.5,25.0,0.5,68.65934753417969
0.12,0.25,25.0,5.0,25.0,1000000.0,
0.12,1.0,150.0,0.02,25.0,1.0,
0.24,1.0,25.0,0.5,75.0,1000000.0,
0.015,0.25,75.0,5.0,25.0,0.5,55.63161087036133
0.015,0.25,75.0,0.1,25.0,0.5,63.7852897644043
0.03,0.5,25.0,5.0,5.0,0.5,53.463890075683594
0.06,0.25,150.0,50.0,25.0,1.0,61.226436614990234
0.03,0.25,25.0,5.0,5.0,0.5,53.17938232421875
0.06,0.5,25.0,0.02,75.0,0.5,88.22293853759766
0.015,0.25,150.0,0.02,25.0,2.0,72.411376953125
0.24,0.5,75.0,50.0,5.0,1.0,
0.015,0.25,25.0,5.0,75.0,0.5,53.110965728759766
0.06,0.5,150.0,0.1,25.0,1000000.0,
0.03,0.25,75.0,0.1,75.0,1000000.0,75.4639663696289
0.03,1.0,150.0,5.0,25.0,1.0,62.01677322387695
0.03,1.0,25.0,0.5,25.0,2.0,62.812618255615234
0.015,0.25,75.0,5.0,25.0,1000000.0,65.2972640991211
0.12,0.5,25.0,0.02,75.0,1.0,98.47272491455078
0.015,0.5,150.0,5.0,75.0,0.5,59.973270416259766
0.12,1.0,75.0,50.0,5.0,2.0,
0.03,1.0,25.0,0.02,25.0,1.0,73.70582580566406
0.03,0.5,150.0,5.0,5.0,1.0,56.216957092285156
0.06,0.5,75.0,50.0,75.0,2.0,
0.12,0.25,150.0,0.5,25.0,0.5,
0.24,0.25,150.0,0.1,75.0,1.0,
0.015,1.0,25.0,50.0,25.0,0.5,52.82354736328125
0.24,1.0,75.0,0.5,75.0,2.0,
0.12,0.25,75.0,50.0,75.0,1.0,
0.06,1.0,150.0,0.5,5.0,1000000.0,
0.06,0.25,25.0,0.5,25.0,0.5,60.6066780090332
0.03,0.25,150.0,5.0,75.0,1000000.0,
0.12,0.5,150.0,0.02,75.0,2.0,
0.06,0.25,25.0,5.0,25.0,0.5,59.4058837890625
0.03,0.5,150.0,0.5,25.0,2.0,59.04402160644531
0.015,1.0,25.0,0.5,25.0,2.0,60.739585876464844
0.03,0.25,150.0,0.02,75.0,2.0,82.31547546386719
0.06,1.0,25.0,50.0,75.0,2.0,
0.24,0.5,75.0,50.0,25.0,2.0,
0.24,0.25,75.0,5.0,75.0,0.5,
0.03,1.0,25.0,0.5,5.0,1.0,56.983394622802734
0.015,0.25,25.0,50.0,75.0,2.0,57.69227600097656
0.24,0.5,75.0,50.0,25.0,1.0,
0.24,1.0,150.0,0.02,5.0,2.0,
0.03,0.25,150.0,50.0,75.0,0.5,58.452552795410156
0.03,0.5,25.0,50.0,25.0,0.5,53.35960006713867
0.03,1.0,75.0,50.0,75.0,1000000.0,
0.24,0.5,150.0,50.0,5.0,2.0,
0.24,1.0,75.0,5.0,5.0,0.5,66.37418365478516
0.24,1.0,25.0,50.0,25.0,0.5,75.05599975585938
0.06,0.25,25.0,0.1,5.0,1.0,61.38643264770508
0.24,0.5,75.0,50.0,5.0,1000000.0,
0.015,0.5,150.0,0.1,25.0,1000000.0,73.29611206054688
0.24,0.25,75.0,0.1,25.0,2.0,
0.06,0.5,150.0,50.0,25.0,1000000.0,
0.12,0.25,25.0,0.5,25.0,2.0,77.16899108886719
0.06,0.25,150.0,0.5,25.0,1000000.0,
0.12,0.25,25.0,50.0,75.0,1000000.0,
0.03,1.0,25.0,0.02,75.0,2.0,88.62194061279297
0.24,0.25,25.0,5.0,5.0,1000000.0,
0.06,0.25,75.0,5.0,75.0,2.0,
0.12,0.25,150.0,0.02,5.0,1000000.0,
0.03,0.5,75.0,50.0,25.0,0.5,54.888023376464844
0.03,0.25,150.0,0.02,25.0,1.0,64.38585662841797
0.12,0.5,25.0,0.5,25.0,2.0,77.67505645751953
0.24,1.0,25.0,0.1,5.0,0.5,74.0794448852539
0.24,0.25,150.0,0.1,25.0,1000000.0,
0.06,0.25,150.0,0.5,75.0,1000000.0,
0.12,0.25,150.0,0.5,5.0,1000000.0,
0.015,0.5,25.0,5.0,75.0,1.0,54.14842987060547
0.12,1.0,75.0,0.5,25.0,1000000.0,
0.03,1.0,150.0,0.1,25.0,2.0,63.296478271484375
0.06,0.5,25.0,0.02,25.0,1000000.0,93.94155883789062
0.03,1.0,150.0,0.5,5.0,0.5,58.07945251464844
0.12,1.0,150.0,0.02,75.0,1.0,
0.06,0.25,150.0,5.0,5.0,2.0,59.042545318603516
0.03,1.0,150.0,5.0,5.0,0.5,58.04460906982422
0.12,0.25,25.0,5.0,75.0,0.5,
0.03,0.25,75.0,0.1,5.0,1.0,54.569053649902344
0.015,1.0,75.0,5.0,75.0,1000000.0,66.15845489501953
0.06,0.25,25.0,5.0,25.0,1.0,60.90544509887695
0.03,0.5,150.0,0.1,75.0,2.0,69.50518798828125
0.06,0.5,25.0,0.1,5.0,1.0,61.703277587890625
0.12,0.5,25.0,0.1,5.0,0.5,67.01024627685547
0.015,1.0,25.0,0.5,75.0,2.0,61.503787994384766
0.015,1.0,25.0,0.02,75.0,1.0,84.53852081298828
0.12,0.25,150.0,5.0,5.0,0.5,
0.12,0.25,25.0,0.5,75.0,1.0,
0.03,1.0,25.0,5.0,25.0,1000000.0,68.946533203125
0.015,1.0,25.0,0.02,5.0,1.0,61.86985778808594
0.015,0.5,75.0,0.5,5.0,2.0,58.87920379638672
0.24,0.5,75.0,0.02,75.0,0.5,98.43109130859375
0.06,1.0,75.0,0.1,5.0,1000000.0,75.74223327636719
0.03,0.25,150.0,0.5,75.0,1.0,60.90876007080078
0.06,1.0,75.0,0.1,75.0,1.0,80.15553283691406
0.015,0.25,25.0,0.02,75.0,0.5,85.0558090209961
0.03,0.5,75.0,50.0,5.0,1000000.0,65.12151336669922
0.12,0.25,75.0,0.1,5.0,2.0,67.17996215820312
0.12,1.0,75.0,0.02,25.0,1000000.0,
0.12,0.25,150.0,50.0,5.0,0.5,
0.06,1.0,75.0,0.1,5.0,2.0,61.904998779296875
0.12,0.5,150.0,0.02,25.0,2.0,
0.015,0.25,75.0,50.0,75.0,1000000.0,65.09968566894531
0.06,1.0,25.0,50.0,25.0,1.0,65.33643341064453
0.06,0.25,75.0,50.0,25.0,2.0,61.497657775878906
0.12,1.0,25.0,0.5,75.0,2.0,
0.03,0.5,150.0,50.0,25.0,0.5,57.08507537841797
0.24,0.25,75.0,50.0,25.0,2.0,
0.24,0.5,75.0,5.0,75.0,1000000.0,
0.06,0.25,25.0,0.02,25.0,2.0,83.35539245605469
0.12,1.0,150.0,5.0,25.0,2.0,
0.015,1.0,75.0,50.0,25.0,1.0,55.45942306518555
0.06,1.0,150.0,0.5,75.0,1000000.0,
0.12,0.25,75.0,0.5,75.0,1000000.0,
0.015,0.5,150.0,0.5,75.0,1.0,61.25653839111328
0.24,0.5,25.0,0.1,25.0,1000000.0,
